Year,Units,Пол,Регионы,Местность,Образование,Брачное состояние,гражданство,Value
2016,на 1000 родившихся,,,,,,,8.82
2017,на 1000 родившихся,,,,,,,8.841382052144796
2018,на 1000 родившихся,,,,,,,7.3
2010,на 1000 родившихся,,,,,,,12.0
2011,на 1000 родившихся,,,,,,,13.09
2012,на 1000 родившихся,,,,,,,14.2
2013,на 1000 родившихся,,,,,,,10.83
2014,на 1000 родившихся,,,,,,,9.77
2015,на 1000 родившихся,,,,,,,9.42
2016,на 1000 родившихся,,,,,,,7.76
2017,на 1000 родившихся,,,,,,,9.004641716092939
2018,на 1000 родившихся,,,,,,,8.09
2010,на 1000 родившихся,,,,,,,21.05
2011,на 1000 родившихся,,,,,,,17.94
2012,на 1000 родившихся,,,,,,,13.71
2013,на 1000 родившихся,,,,,,,10.3
2014,на 1000 родившихся,,,,,,,10.27
2015,на 1000 родившихся,,,,,,,6.71
2016,на 1000 родившихся,,,,,,,8.88
2017,на 1000 родившихся,,,,,,,7.177267837339031
2018,на 1000 родившихся,,,,,,,15.31
2010,на 1000 родившихся,,,,,,,18.87
2011,на 1000 родившихся,,,,,,,16.07
2012,на 1000 родившихся,,,,,,,15.3
2013,на 1000 родившихся,,,,,,,11.46
2014,на 1000 родившихся,,,,,,,11.1
2015,на 1000 родившихся,,,,,,,8.0
2016,на 1000 родившихся,,,,,,,9.54
2017,на 1000 родившихся,,,,,,,7.723566579629575
2018,на 1000 родившихся,,,,,,,8.13
2010,на 1000 родившихся,,,,,,,19.22
2011,на 1000 родившихся,,,,,,,13.94
2012,на 1000 родившихся,,,,,,,16.37
2013,на 1000 родившихся,,,,,,,11.51
2014,на 1000 родившихся,,,,,,,8.43
2015,на 1000 родившихся,,,,,,,8.72
2016,на 1000 родившихся,,,,,,,7.89
2017,на 1000 родившихся,,,,,,,8.52895451291404
2018,на 1000 родившихся,,,,,,,8.18
2010,на 1000 родившихся,,,,,,,12.76
2011,на 1000 родившихся,,,,,,,13.17
2012,на 1000 родившихся,,,,,,,13.32
2013,на 1000 родившихся,,,,,,,16.11
2014,на 1000 родившихся,,,,,,,14.14
2015,на 1000 родившихся,,,,,,,11.13
2016,на 1000 родившихся,,,,,,,9.33
2017,на 1000 родившихся,,,,,,,7.155188844147383
2018,на 1000 родившихся,,,,,,,9.54
2010,на 1000 родившихся,,,,,,,20.23
2011,на 1000 родившихся,,,,,,,14.69
2012,на 1000 родившихся,,,,,,,18.6
2013,на 1000 родившихся,,,,,,,13.25
2014,на 1000 родившихся,,,,,,,13.71
2015,на 1000 родившихся,,,,,,,9.45
2016,на 1000 родившихся,,,,,,,9.68
2017,на 1000 родившихся,,,,,,,15.468593798429305
2018,на 1000 родившихся,,,,,,,12.63
2010,на 1000 родившихся,,,,,,,23.67
2011,на 1000 родившихся,,,,,,,24.69
2012,на 1000 родившихся,,,,,,,22.02
2013,на 1000 родившихся,,,,,,,15.73
2014,на 1000 родившихся,,,,,,,11.85
2015,на 1000 родившихся,,,,,,,8.45
2016,на 1000 родившихся,,,,,,,6.88
2017,на 1000 родившихся,,,,,,,9.076361075264504
2018,на 1000 родившихся,,,,,,,8.84
2010,на 1000 родившихся,,,,,,,17.4
2011,на 1000 родившихся,,,,,,,16.25
2012,на 1000 родившихся,,,,,,,14.63
2013,на 1000 родившихся,,,,,,,11.18
2014,на 1000 родившихся,,,,,,,9.37
2015,на 1000 родившихся,,,,,,,13.28
2016,на 1000 родившихся,,,,,,,10.44
2017,на 1000 родившихся,,,,,,,10.627371724853633
2018,на 1000 родившихся,,,,,,,11.47
2010,на 1000 родившихся,,,,,,,20.34
2011,на 1000 родившихся,,,,,,,15.23
2012,на 1000 родившихся,,,,,,,15.56
2013,на 1000 родившихся,,,,,,,14.22
2014,на 1000 родившихся,,,,,,,11.47
2015,на 1000 родившихся,,,,,,,12.39
2016,на 1000 родившихся,,,,,,,12.23
2017,на 1000 родившихся,,,,,,,11.344660809311733
2018,на 1000 родившихся,,,,,,,9.991269764283636
2010,на 1000 родившихся,,,,,,,15.95
2011,на 1000 родившихся,,,,,,,14.2
2012,на 1000 родившихся,,,,,,,9.42
2013,на 1000 родившихся,,,,,,,12.84
2014,на 1000 родившихся,,,,,,,11.43
2015,на 1000 родившихся,,,,,,,8.73
2016,на 1000 родившихся,,,,,,,11.37
2017,на 1000 родившихся,,,,,,,6.952872740065081
2018,на 1000 родившихся,,,,,,,4.95
2010,на 1000 родившихся,,,,,,,16.7
2011,на 1000 родившихся,,,,,,,15.15
2012,на 1000 родившихся,,,,,,,13.66
2013,на 1000 родившихся,,,,,,,8.57
2014,на 1000 родившихся,,,,,,,10.96
2015,на 1000 родившихся,,,,,,,7.65
2016,на 1000 родившихся,,,,,,,11.32
2017,на 1000 родившихся,,,,,,,10.704348102153824
2018,на 1000 родившихся,,,,,,,15.41
2010,на 1000 родившихся,,,,,,,23.56
2011,на 1000 родившихся,,,,,,,22.05
2012,на 1000 родившихся,,,,,,,17.01
2013,на 1000 родившихся,,,,,,,16.54
2014,на 1000 родившихся,,,,,,,10.55
2015,на 1000 родившихся,,,,,,,10.68
2016,на 1000 родившихся,,,,,,,10.66
2017,на 1000 родившихся,,,,,,,9.866417879324406
2018,на 1000 родившихся,,,,,,,7.81
2010,на 1000 родившихся,,,,,,,14.56
2011,на 1000 родившихся,,,,,,,13.03
2012,на 1000 родившихся,,,,,,,11.88
2013,на 1000 родившихся,,,,,,,10.03
2014,на 1000 родившихся,,,,,,,8.79
2015,на 1000 родившихся,,,,,,,8.3
2016,на 1000 родившихся,,,,,,,7.61
2017,на 1000 родившихся,,,,,,,7.0629299357442665
2018,на 1000 родившихся,,,,,,,6.74
2010,на 1000 родившихся,,,,,,,11.09
2011,на 1000 родившихся,,,,,,,13.51
2012,на 1000 родившихся,,,,,,,10.63
2013,на 1000 родившихся,,,,,,,10.0
2014,на 1000 родившихся,,,,,,,7.85
2015,на 1000 родившихся,,,,,,,8.12
2016,на 1000 родившихся,,,,,,,6.94
2017,на 1000 родившихся,,,,,,,6.870437290404865
2018,на 1000 родившихся,,,,,,,5.64
2010,на 1000 родившихся,,,,,,,14.28
2011,на 1000 родившихся,,,,,,,8.95
2012,на 1000 родившихся,,,,,,,13.14
2013,на 1000 родившихся,,,,,,,9.55
2014,на 1000 родившихся,,,,,,,9.67
2015,на 1000 родившихся,,,,,,,8.57
2016,на 1000 родившихся,,,,,,,7.1
2017,на 1000 родившихся,,,,,,,8.048417362782121
2018,на 1000 родившихся,,,,,,,7.39
2010,на 1000 родившихся,,,,,,,11.42
2011,на 1000 родившихся,,,,,,,10.22
2012,на 1000 родившихся,,,,,,,9.25
2013,на 1000 родившихся,,,,,,,7.61
2014,на 1000 родившихся,,,,,,,7.98
2015,на 1000 родившихся,,,,,,,6.75
2016,на 1000 родившихся,,,,,,,6.68
2017,на 1000 родившихся,,,,,,,6.5908122489250305
2018,на 1000 родившихся,,,,,,,5.96
2010,на 1000 родившихся,,,,,,,15.35
2011,на 1000 родившихся,,,,,,,15.42
2012,на 1000 родившихся,,,,,,,15.68
2013,на 1000 родившихся,,,,,,,9.38
2014,на 1000 родившихся,,,,,,,8.75
2015,на 1000 родившихся,,,,,,,8.04
2016,на 1000 родившихся,,,,,,,9.28
2017,на 1000 родившихся,,,,,,,6.643284960034612
2018,на 1000 родившихся,,,,,,,8.8
2010,на 1000 родившихся,,,,,,,13.51
2011,на 1000 родившихся,,,,,,,10.96
2012,на 1000 родившихся,,,,,,,7.21
2013,на 1000 родившихся,,,,,,,5.8
2014,на 1000 родившихся,,,,,,,8.13
2015,на 1000 родившихся,,,,,,,8.59
2016,на 1000 родившихся,,,,,,,6.71
2017,на 1000 родившихся,,,,,,,6.252504814694692
2018,на 1000 родившихся,,,,,,,4.59
2010,на 1000 родившихся,,,,,,,13.79
2011,на 1000 родившихся,,,,,,,13.94
2012,на 1000 родившихся,,,,,,,11.54
2013,на 1000 родившихся,,,,,,,13.11
2014,на 1000 родившихся,,,,,,,9.73
2015,на 1000 родившихся,,,,,,,9.72
2016,на 1000 родившихся,,,,,,,7.42
2017,на 1000 родившихся,,,,,,,6.469133495728856
2018,на 1000 родившихся,,,,,,,6.21
2010,на 1000 родившихся,,,,,,,12.92
2011,на 1000 родившихся,,,,,,,9.36
2012,на 1000 родившихся,,,,,,,10.67
2013,на 1000 родившихся,,,,,,,8.66
2014,на 1000 родившихся,,,,,,,7.03
2015,на 1000 родившихся,,,,,,,6.78
2016,на 1000 родившихся,,,,,,,6.75
2017,на 1000 родившихся,,,,,,,6.588975558348957
2018,на 1000 родившихся,,,,,,,5.91
2010,на 1000 родившихся,,,,,,,10.56
2011,на 1000 родившихся,,,,,,,11.03
2012,на 1000 родившихся,,,,,,,12.11
2013,на 1000 родившихся,,,,,,,10.21
2014,на 1000 родившихся,,,,,,,10.72
2015,на 1000 родившихся,,,,,,,9.54
2016,на 1000 родившихся,,,,,,,9.25
2017,на 1000 родившихся,,,,,,,8.286472647549356
2018,на 1000 родившихся,,,,,,,7.93
2010,на 1000 родившихся,,,,,,,20.89
2011,на 1000 родившихся,,,,,,,16.14
2012,на 1000 родившихся,,,,,,,16.31
2013,на 1000 родившихся,,,,,,,14.12
2014,на 1000 родившихся,,,,,,,11.71
2015,на 1000 родившихся,,,,,,,9.62
2016,на 1000 родившихся,,,,,,,9.3
2017,на 1000 родившихся,,,,,,,8.182193494500519
2018,на 1000 родившихся,,,,,,,7.35
2010,на 1000 родившихся,,,,,,,19.2
2011,на 1000 родившихся,,,,,,,16.4
2012,на 1000 родившихся,,,,,,,12.5
2013,на 1000 родившихся,,,,,,,8.8
2014,на 1000 родившихся,,,,,,,7.54
2015,на 1000 родившихся,,,,,,,7.22
2016,на 1000 родившихся,,,,,,,8.41
2017,на 1000 родившихся,,,,,,,6.288249301483793
2018,на 1000 родившихся,,,,,,,9.38
2010,на 1000 родившихся,,,,,,,17.14
2011,на 1000 родившихся,,,,,,,14.77
2012,на 1000 родившихся,,,,,,,13.2
2013,на 1000 родившихся,,,,,,,11.82
2014,на 1000 родившихся,,,,,,,9.85
2015,на 1000 родившихся,,,,,,,9.7
2016,на 1000 родившихся,,,,,,,8.43
2017,на 1000 родившихся,,,,,,,8.352767309532958
2018,на 1000 родившихся,,,,,,,7.102345306831536
2010,на 1000 родившихся,,,,,,,11.09
2011,на 1000 родившихся,,,,,,,12.98
2012,на 1000 родившихся,,,,,,,7.84
2013,на 1000 родившихся,,,,,,,7.19
2014,на 1000 родившихся,,,,,,,8.22
2015,на 1000 родившихся,,,,,,,6.37
2016,на 1000 родившихся,,,,,,,7.21
2017,на 1000 родившихся,,,,,,,6.348885218544179
2018,на 1000 родившихся,,,,,,,4.99
2010,на 1000 родившихся,,,,,,,11.94
2011,на 1000 родившихся,,,,,,,9.32
2012,на 1000 родившихся,,,,,,,9.65
2013,на 1000 родившихся,,,,,,,10.43
2014,на 1000 родившихся,,,,,,,7.48
2015,на 1000 родившихся,,,,,,,7.92
2016,на 1000 родившихся,,,,,,,5.86
2017,на 1000 родившихся,,,,,,,9.267636387439449
2018,на 1000 родившихся,,,,,,,7.41
2010,на 1000 родившихся,,,,,,,17.69
2011,на 1000 родившихся,,,,,,,14.73
2012,на 1000 родившихся,,,,,,,15.03
2013,на 1000 родившихся,,,,,,,11.53
2014,на 1000 родившихся,,,,,,,10.59
2015,на 1000 родившихся,,,,,,,8.46
2016,на 1000 родившихся,,,,,,,8.81
2017,на 1000 родившихся,,,,,,,6.500805561511861
2018,на 1000 родившихся,,,,,,,7.48
2010,на 1000 родившихся,,,,,,,9.48
2011,на 1000 родившихся,,,,,,,10.48
2012,на 1000 родившихся,,,,,,,9.75
2013,на 1000 родившихся,,,,,,,8.72
2014,на 1000 родившихся,,,,,,,5.94
2015,на 1000 родившихся,,,,,,,6.69
2016,на 1000 родившихся,,,,,,,6.49
2017,на 1000 родившихся,,,,,,,5.386245531593082
2018,на 1000 родившихся,,,,,,,4.54
2010,на 1000 родившихся,,,,,,,14.08
2011,на 1000 родившихся,,,,,,,15.42
2012,на 1000 родившихся,,,,,,,11.43
2013,на 1000 родившихся,,,,,,,8.54
2014,на 1000 родившихся,,,,,,,7.28
2015,на 1000 родившихся,,,,,,,8.25
2016,на 1000 родившихся,,,,,,,6.39
2017,на 1000 родившихся,,,,,,,6.4198421710885345
2018,на 1000 родившихся,,,,,,,7.32
2010,на 1000 родившихся,,,,,,,14.55
2011,на 1000 родившихся,,,,,,,13.31
2012,на 1000 родившихся,,,,,,,11.99
2013,на 1000 родившихся,,,,,,,10.33
2014,на 1000 родившихся,,,,,,,9.09
2015,на 1000 родившихся,,,,,,,8.62
2016,на 1000 родившихся,,,,,,,7.34
2017,на 1000 родившихся,,,,,,,6.9643422997235245
2018,на 1000 родившихся,,,,,,,6.51
2010,на 1000 родившихся,,,,,,,10.79
2011,на 1000 родившихся,,,,,,,15.14
2012,на 1000 родившихся,,,,,,,12.79
2013,на 1000 родившихся,,,,,,,13.38
2014,на 1000 родившихся,,,,,,,7.32
2015,на 1000 родившихся,,,,,,,9.21
2016,на 1000 родившихся,,,,,,,6.15
2017,на 1000 родившихся,,,,,,,6.933395771748568
2018,на 1000 родившихся,,,,,,,6.15
2010,на 1000 родившихся,,,,,,,14.74
2011,на 1000 родившихся,,,,,,,7.78
2012,на 1000 родившихся,,,,,,,14.27
2013,на 1000 родившихся,,,,,,,10.39
2014,на 1000 родившихся,,,,,,,10.57
2015,на 1000 родившихся,,,,,,,8.84
2016,на 1000 родившихся,,,,,,,6.48
2017,на 1000 родившихся,,,,,,,7.656686891963183
2018,на 1000 родившихся,,,,,,,7.26
2010,на 1000 родившихся,,,,,,,12.16
2011,на 1000 родившихся,,,,,,,11.48
2012,на 1000 родившихся,,,,,,,11.04
2013,на 1000 родившихся,,,,,,,7.41
2014,на 1000 родившихся,,,,,,,9.04
2015,на 1000 родившихся,,,,,,,7.61
2016,на 1000 родившихся,,,,,,,6.61
2017,на 1000 родившихся,,,,,,,5.5202209502228445
2018,на 1000 родившихся,,,,,,,6.2
2010,на 1000 родившихся,,,,,,,13.84
2011,на 1000 родившихся,,,,,,,13.21
2012,на 1000 родившихся,,,,,,,15.73
2013,на 1000 родившихся,,,,,,,8.22
2014,на 1000 родившихся,,,,,,,8.13
2015,на 1000 родившихся,,,,,,,6.43
2016,на 1000 родившихся,,,,,,,10.34
2017,на 1000 родившихся,,,,,,,7.595906189994148
2018,на 1000 родившихся,,,,,,,9.32
2010,на 1000 родившихся,,,,,,,15.07
2011,на 1000 родившихся,,,,,,,11.03
2012,на 1000 родившихся,,,,,,,5.48
2013,на 1000 родившихся,,,,,,,6.07
2014,на 1000 родившихся,,,,,,,9.9
2015,на 1000 родившихся,,,,,,,9.74
2016,на 1000 родившихся,,,,,,,6.27
2017,на 1000 родившихся,,,,,,,7.565875645150957
2018,на 1000 родившихся,,,,,,,4.34
2010,на 1000 родившихся,,,,,,,15.38
2011,на 1000 родившихся,,,,,,,14.76
2012,на 1000 родившихся,,,,,,,11.82
2013,на 1000 родившихся,,,,,,,18.93
2014,на 1000 родившихся,,,,,,,13.49
2015,на 1000 родившихся,,,,,,,13.42
2016,на 1000 родившихся,,,,,,,8.51
2017,на 1000 родившихся,,,,,,,6.918216784736407
2018,на 1000 родившихся,,,,,,,5.27
2010,на 1000 родившихся,,,,,,,12.22
